,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1
3665,NCK05,20.1,0.077892365,8,59.3536,OUT017,2007,6.824160603867839,6,2,0,1,0,0,0,1,0,1,0,0,0
3666,FDT46,11.35,0.051564827,13,49.0008,OUT010,1998,4.626947333224356,15,0,1,0,0,0,0,0,1,0,0,0,1
3667,FDP52,12.857645184135977,0.070349402,5,228.601,OUT027,1985,8.902650403161969,28,5,0,0,0,1,0,0,0,0,0,0,1
3668,NCR17,9.8,0.024521239,8,117.5492,OUT017,2007,7.237915062498725,6,2,0,1,0,0,0,1,0,1,0,0,0
3669,NCN54,20.35,0.021447102,9,76.3328,OUT017,2007,7.180798930639614,6,2,0,1,0,0,0,1,0,1,0,0,0
3670,FDX12,18.2,0.026059557,0,241.2196,OUT035,2004,8.78086878033726,9,6,0,0,0,0,0,1,0,1,0,0,1
3671,DRL23,18.35,0.015301418,7,105.2938,OUT035,2004,7.6195682644298754,9,6,1,0,0,0,0,1,0,1,0,1,0
3672,DRN47,12.1,0.06613202877895108,7,179.866,OUT045,2002,8.187666379396518,11,7,1,0,0,0,0,1,0,1,0,1,0
3673,FDM25,10.695,0.060615254,2,174.0712,OUT013,1987,7.808646768813461,26,1,0,0,1,0,0,0,0,1,0,0,1
3674,FDF52,12.857645184135977,0.066459891,5,184.2292,OUT027,1985,8.425457216524686,28,5,1,0,0,1,0,0,0,0,0,0,1
3675,FDU21,11.8,0.076876046,13,33.1558,OUT045,2002,6.299487337353399,11,7,0,0,0,0,0,1,0,1,0,0,1
3676,FDI15,13.8,0.14215211,4,263.5884,OUT017,2007,7.777329846461679,6,2,1,0,0,0,0,1,0,1,0,0,1
3677,FDJ09,15.0,0.058632705,13,46.4744,OUT018,2009,6.299487337353399,4,3,1,0,0,1,0,0,0,0,1,0,1
3678,FDW03,5.63,0.024541277,10,105.1306,OUT046,1997,8.050996068225189,16,8,0,0,0,0,1,0,0,1,0,0,1
3679,FDA07,7.55,0.030992735,6,124.3072,OUT049,1999,7.899583224015465,14,9,0,0,0,1,1,0,0,1,0,0,1
3680,FDU39,18.85,0.036241797,10,57.3562,OUT017,2007,6.916075965854895,6,2,1,0,0,0,0,1,0,1,0,0,1
3681,FDI60,7.22,0.038398937,0,61.951,OUT045,2002,7.32582330233929,11,7,0,0,0,0,0,1,0,1,0,0,1
3682,FDK33,17.85,0.011258035,13,211.656,OUT045,2002,7.846852748741319,11,7,1,0,0,0,0,1,0,1,0,0,1
3683,FDN01,8.895,0.072511335,2,177.437,OUT049,1999,8.168979492823789,14,9,1,0,0,1,1,0,0,1,0,0,1
3684,FDV38,19.25,0.101689151,4,54.6956,OUT013,1987,5.10465251718005,26,1,1,0,1,0,0,0,0,1,0,0,1
3685,NCV06,11.3,0.066625843,9,194.2478,OUT013,1987,7.905983242784903,26,1,0,1,1,0,0,0,0,1,0,0,0
3686,FDQ34,10.85,0.162242617,13,107.8622,OUT046,1997,6.965667519734282,16,8,1,0,0,0,1,0,0,1,0,0,1
3687,DRK37,5.0,0.06613202877895108,14,189.853,OUT045,2002,8.504022436559783,11,7,1,0,0,0,0,1,0,1,0,1,0
3688,NCY53,20.0,0.06613202877895108,8,110.2544,OUT013,1987,7.282834853867523,26,1,0,1,1,0,0,0,0,1,0,0,0
3689,FDD53,12.857645184135977,0.044008347,5,43.7454,OUT027,1985,6.5104464180735535,28,5,1,0,0,1,0,0,0,0,0,0,1
3690,FDV49,10.0,0.025867353,3,264.6226,OUT049,1999,8.467752243533013,14,9,1,0,0,1,1,0,0,1,0,0,1
3691,FDY36,12.857645184135977,0.016476619,0,74.338,OUT019,1985,4.993665450676456,28,4,1,0,0,0,1,0,1,0,0,0,1
3692,FDH34,8.63,0.031095246,13,185.7582,OUT046,1997,8.169168100827317,16,8,1,0,0,0,1,0,0,1,0,0,1
3693,NCD07,9.1,0.06613202877895108,9,115.4518,OUT017,2007,7.77983820761587,6,2,0,1,0,0,0,1,0,1,0,0,0
3694,FDB51,6.92,0.038422076,4,62.5852,OUT013,1987,6.084718978946042,26,1,1,0,1,0,0,0,0,1,0,0,1
3695,NCH42,6.86,0.061155983,9,228.401,OUT010,1998,5.441122499804037,15,0,0,1,0,0,0,0,1,0,0,0,0
3696,NCI31,20.0,0.08131178,11,37.819,OUT035,2004,6.087746981392435,9,6,0,1,0,0,0,1,0,1,0,0,0
3697,FDL56,14.1,0.125756824,6,87.1198,OUT035,2004,7.83612247592302,9,6,1,0,0,0,0,1,0,1,0,0,1
3698,FDG29,17.6,0.05661033,5,41.7454,OUT017,2007,5.350563456881335,6,2,1,0,0,0,0,1,0,1,0,0,1
3699,FDJ45,17.75,0.073709686,12,35.1216,OUT018,2009,6.03178849762491,4,3,1,0,0,1,0,0,0,0,1,0,1
3700,FDJ38,8.6,0.040432954,3,191.653,OUT017,2007,8.2417189657166,6,2,0,0,0,0,0,1,0,1,0,0,1
3701,NCO05,7.27,0.046749112,8,100.4384,OUT018,2009,7.586685881182799,4,3,0,1,0,1,0,0,0,0,1,0,0
3702,FDW24,6.8,0.062762374,0,50.4034,OUT010,1998,3.904059379768645,15,0,1,0,0,0,0,0,1,0,0,0,1
3703,FDN34,12.857645184135977,0.045542628,13,170.7132,OUT027,1985,8.49806802579107,28,5,0,0,0,1,0,0,0,0,0,0,1
3704,FDH46,6.935,0.041346469,13,103.1332,OUT049,1999,6.710846565052199,14,9,0,0,0,1,1,0,0,1,0,0,1
3705,FDW39,6.69,0.036903419,10,175.137,OUT035,2004,7.1196833715062064,9,6,0,0,0,0,0,1,0,1,0,0,1
3706,DRK59,12.857645184135977,0.075084457,7,233.9616,OUT027,1985,8.40152874995347,28,5,1,0,0,1,0,0,0,0,0,1,0
3707,FDU25,12.35,0.026735372,3,57.4246,OUT045,2002,6.699431864910897,11,7,1,0,0,0,0,1,0,1,0,0,1
3708,FDC44,15.6,0.172453254,6,115.1518,OUT013,1987,6.528119892807956,26,1,1,0,1,0,0,0,0,1,0,0,1
3709,FDG17,12.857645184135977,0.035666655,5,246.2486,OUT027,1985,8.995227463558068,28,5,0,0,0,1,0,0,0,0,0,0,1
3710,FDI45,13.1,0.037581243,6,175.5054,OUT046,1997,7.804853242358426,16,8,1,0,0,0,1,0,0,1,0,0,1
3711,FDK08,9.195,0.122202946,6,100.1016,OUT013,1987,7.390320677790019,26,1,0,0,1,0,0,0,0,1,0,0,1
3712,FDW36,11.15,0.056921876,0,107.1622,OUT035,2004,6.050791385991855,9,6,1,0,0,0,0,1,0,1,0,0,1
3713,FDL39,16.1,0.063319379,4,180.9318,OUT035,2004,7.593751854795624,9,6,0,0,0,0,0,1,0,1,0,0,1
3714,FDS13,6.465,0.124402507,3,266.1884,OUT013,1987,8.57560699470278,26,1,1,0,1,0,0,0,0,1,0,0,1
3715,FDO57,20.75,0.108879177,13,161.5578,OUT049,1999,5.774289399385864,14,9,1,0,0,1,1,0,0,1,0,0,1
3716,FDS37,7.655,0.032125561,3,115.7492,OUT017,2007,7.843724081375991,6,2,1,0,0,0,0,1,0,1,0,0,1
3717,FDV26,20.25,0.076097073,4,193.5794,OUT013,1987,7.576504228617177,26,1,0,0,1,0,0,0,0,1,0,0,1
3718,FDJ22,18.75,0.052766297,13,189.7504,OUT013,1987,7.821544965849032,26,1,1,0,1,0,0,0,0,1,0,0,1
3719,FDC16,11.5,0.020601791,4,86.054,OUT049,1999,6.946637473305922,14,9,0,0,0,1,1,0,0,1,0,0,1
3720,NCH42,12.857645184135977,0.036360386,9,231.601,OUT027,1985,8.93341793976206,28,5,0,1,0,1,0,0,0,0,0,0,0
3721,FDD46,12.857645184135977,0.140571971,13,154.7998,OUT027,1985,8.126989709967232,28,5,1,0,0,1,0,0,0,0,0,0,1
3722,FDT25,7.5,0.05074138,3,123.2072,OUT035,2004,7.516764042556923,9,6,1,0,0,0,0,1,0,1,0,0,1
3723,FDR34,17.0,0.015997687,13,229.1352,OUT045,2002,8.429826260315645,11,7,0,0,0,0,0,1,0,1,0,0,1
3724,FDQ10,12.857645184135977,0.033018559,13,170.4422,OUT027,1985,8.51755788490748,28,5,1,0,0,1,0,0,0,0,0,0,1
3725,DRI03,6.03,0.022703693,4,177.9028,OUT046,1997,8.472776326418295,16,8,1,0,0,0,1,0,0,1,0,1,0
3726,FDB58,12.857645184135977,0.013431109,13,143.7154,OUT027,1985,8.481094109697757,28,5,0,0,0,1,0,0,0,0,0,0,1
3727,FDQ03,15.0,0.06613202877895108,10,235.6248,OUT049,1999,7.548133550654979,14,9,0,0,0,1,1,0,0,1,0,0,1
3728,DRD27,18.75,0.023876985,4,97.4042,OUT049,1999,7.733112742385247,14,9,1,0,0,1,1,0,0,1,0,1,0
3729,FDK33,17.85,0.011281018,13,213.756,OUT018,2009,8.134437071278748,4,3,1,0,0,1,0,0,0,0,1,0,1
3730,DRL23,18.35,0.015328106,7,107.5938,OUT049,1999,7.508400363377854,14,9,1,0,0,1,1,0,0,1,0,1,0
3731,FDW32,18.35,0.094488071,6,87.1882,OUT045,2002,6.246744546552095,11,7,0,0,0,0,0,1,0,1,0,0,1
3732,NCL05,19.6,0.047897663,8,44.677,OUT046,1997,5.159675796321548,16,8,0,1,0,0,1,0,0,1,0,0,0
3733,DRB01,12.857645184135977,0.081841136,14,190.053,OUT027,1985,6.346090643591467,28,5,1,0,0,1,0,0,0,0,0,1,0
3734,NCL06,14.65,0.072212787,9,260.9594,OUT045,2002,7.965286303411392,11,7,0,1,0,0,0,1,0,1,0,0,0
3735,FDH10,21.0,0.049505857,13,195.3478,OUT018,2009,7.059176637598489,4,3,1,0,0,1,0,0,0,0,1,0,1
3736,NCO14,9.6,0.02981155,9,45.2086,OUT017,2007,6.507470231165515,6,2,0,1,0,0,0,1,0,1,0,0,0
3737,FDV03,17.6,0.058181585,10,154.4314,OUT049,1999,7.7527523517290655,14,9,1,0,0,1,1,0,0,1,0,0,1
3738,FDW52,14.0,0.037734782,5,166.4526,OUT017,2007,8.470127872845005,6,2,0,0,0,0,0,1,0,1,0,0,1
3739,NCZ30,6.59,0.06613202877895108,9,119.1098,OUT017,2007,6.872209341562225,6,2,0,1,0,0,0,1,0,1,0,0,0
3740,FDY35,17.6,0.026827052,1,47.8402,OUT010,1998,4.531312644012576,15,0,0,0,0,0,0,0,1,0,0,0,1
3741,FDN31,11.5,0.072881535,6,191.353,OUT046,1997,7.731068947218516,16,8,1,0,0,0,1,0,0,1,0,0,1
3742,FDX31,20.35,0.014822802,6,234.0958,OUT035,2004,7.852304472876194,9,6,0,0,0,0,0,1,0,1,0,0,1
3743,NCJ05,18.7,0.046159928,8,152.3682,OUT049,1999,7.425447394344256,14,9,0,1,0,1,1,0,0,1,0,0,0
3744,FDN56,5.46,0.107662745,6,143.8786,OUT017,2007,8.374559469426487,6,2,0,0,0,0,0,1,0,1,0,0,1
3745,FDZ04,9.31,0.038014104,5,62.351,OUT049,1999,6.7132757122037665,14,9,1,0,0,1,1,0,0,1,0,0,1
3746,FDJ44,12.3,0.106307146,6,174.9396,OUT035,2004,7.359439884846947,9,6,0,0,0,0,0,1,0,1,0,0,1
3747,FDI08,18.2,0.066672058,6,248.1092,OUT017,2007,8.350939390077293,6,2,0,0,0,0,0,1,0,1,0,0,1
3748,FDB59,18.25,0.015341139,13,200.0084,OUT018,2009,7.593416509606288,4,3,1,0,0,1,0,0,0,0,1,0,1
3749,FDY15,18.25,0.171174491,4,156.463,OUT045,2002,6.845643677158708,11,7,0,0,0,0,0,1,0,1,0,0,1
3750,NCZ18,12.857645184135977,0.325780807,9,252.7698,OUT019,1985,6.635958891568564,28,4,0,1,0,0,1,0,1,0,0,0,0
3751,DRO47,10.195,0.112859454,7,114.486,OUT017,2007,7.820476447538827,6,2,1,0,0,0,0,1,0,1,0,1,0
3752,FDW21,5.34,0.005962753,13,102.4358,OUT035,2004,7.606743368175085,9,6,0,0,0,0,0,1,0,1,0,0,1
3753,FDZ14,12.857645184135977,0.047358246,4,123.1756,OUT027,1985,8.293998338786137,28,5,0,0,0,1,0,0,0,0,0,0,1
3754,FDM09,11.15,0.086105815,13,167.879,OUT045,2002,7.968057346539925,11,7,0,0,0,0,0,1,0,1,0,0,1
3755,FDK43,9.8,0.026882496,10,126.302,OUT049,1999,8.018641269991644,14,9,1,0,0,1,1,0,0,1,0,0,1
3756,FDE45,12.1,0.040521714,6,178.5002,OUT018,2009,8.622112725856137,4,3,1,0,0,1,0,0,0,0,1,0,1
3757,FDR35,12.857645184135977,0.020597493,1,200.0742,OUT027,1985,9.100451730926236,28,5,1,0,0,1,0,0,0,0,0,0,1
3758,FDT58,12.857645184135977,0.085538477,13,169.2816,OUT027,1985,8.167469346797978,28,5,1,0,0,1,0,0,0,0,0,0,1
3759,FDS57,15.5,0.06613202877895108,13,141.547,OUT017,2007,8.008727115060847,6,2,1,0,0,0,0,1,0,1,0,0,1
3760,FDF10,15.5,0.06613202877895108,13,147.2418,OUT018,2009,7.189376169527239,4,3,0,0,0,1,0,0,0,0,1,0,1
3761,FDP03,5.15,0.10239789,10,122.1388,OUT010,1998,6.207291799459145,15,0,0,0,0,0,0,0,1,0,0,0,1
3762,FDT04,17.25,0.06613202877895108,5,37.5822,OUT010,1998,5.28528784986426,15,0,1,0,0,0,0,0,1,0,0,0,1
3763,NCW53,18.35,0.0304697,8,191.3162,OUT013,1987,7.2063130460851195,26,1,0,1,1,0,0,0,0,1,0,0,0
3764,FDA39,6.32,0.021287234,10,38.5822,OUT010,1998,4.3765667566295035,15,0,1,0,0,0,0,0,1,0,0,0,1
3765,NCH29,5.51,0.034467286,8,96.7726,OUT035,2004,7.879881848255247,9,6,0,1,0,0,0,1,0,1,0,0,0
3766,FDU02,13.35,0.1027194,4,228.8352,OUT045,2002,8.569559733667205,11,7,1,0,0,0,0,1,0,1,0,0,1
3767,FDN13,12.857645184135977,0.266234421,2,98.5358,OUT019,1985,5.99929183381775,28,4,1,0,0,0,1,0,1,0,0,0,1
3768,FDX56,12.857645184135977,0.129668578,6,206.8638,OUT019,1985,5.337844763438284,28,4,0,0,0,0,1,0,1,0,0,0,1
3769,FDT11,12.857645184135977,0.02923013,1,189.4556,OUT027,1985,8.179860376603813,28,5,0,0,0,1,0,0,0,0,0,0,1
3770,NCC18,12.857645184135977,0.176411579,9,173.2422,OUT027,1985,7.635451894629307,28,5,0,1,0,1,0,0,0,0,0,0,0
3771,FDA32,14.0,0.050371508,6,214.7192,OUT010,1998,6.761430166044173,15,0,1,0,0,0,0,0,1,0,0,0,1
3772,FDU39,18.85,0.036184755,10,58.5562,OUT018,2009,6.64811707543187,4,3,1,0,0,1,0,0,0,0,1,0,1
3773,FDV27,12.857645184135977,0.070017381,10,89.3514,OUT019,1985,5.182360911676807,28,4,0,0,0,0,1,0,1,0,0,0,1
3774,NCW53,18.35,0.030556922,8,190.6162,OUT045,2002,8.093179741466908,11,7,0,1,0,0,0,1,0,1,0,0,0
3775,NCZ42,10.5,0.011278535,9,237.0248,OUT013,1987,8.603842409500913,26,1,0,1,1,0,0,0,0,1,0,0,0
3776,FDO46,9.6,0.06613202877895108,13,191.0872,OUT017,2007,8.377932411438223,6,2,0,0,0,0,0,1,0,1,0,0,1
3777,FDQ57,12.857645184135977,0.027812304,13,147.476,OUT027,1985,8.122652592960296,28,5,1,0,0,1,0,0,0,0,0,0,1
3778,FDZ36,6.035,0.066051758,0,187.724,OUT018,2009,7.626406450193304,4,3,0,0,0,1,0,0,0,0,1,0,1
3779,FDK38,6.65,0.053506996,3,150.0734,OUT018,2009,8.178740242478872,4,3,1,0,0,1,0,0,0,0,1,0,1
3780,FDU51,12.857645184135977,0.096046304,10,178.7028,OUT027,1985,8.435044040080516,28,5,0,0,0,1,0,0,0,0,0,0,1
3781,FDS14,7.285,0.049922304,4,156.9288,OUT013,1987,7.360287162315832,26,1,1,0,1,0,0,0,0,1,0,0,1
3782,FDQ40,11.1,0.036083537,5,175.4712,OUT049,1999,8.002731097031752,14,9,0,0,0,1,1,0,0,1,0,0,1
3783,FDE20,11.35,0.005539114,6,167.879,OUT049,1999,8.312796808636735,14,9,0,0,0,1,1,0,0,1,0,0,1
3784,FDH58,12.3,0.036939673,13,113.1834,OUT046,1997,8.042684003367134,16,8,1,0,0,0,1,0,0,1,0,0,1
3785,NCK53,11.6,0.037793818,8,99.3042,OUT017,2007,7.733112742385247,6,2,0,1,0,0,0,1,0,1,0,0,0
3786,FDJ44,12.3,0.106928681,6,173.7396,OUT017,2007,8.206373933403365,6,2,0,0,0,0,0,1,0,1,0,0,1
3787,FDN22,18.85,0.138585859,13,252.4724,OUT045,2002,8.093383200186377,11,7,0,0,0,0,0,1,0,1,0,0,1
3788,FDH56,9.8,0.06407717,6,116.7492,OUT018,2009,7.391963050071823,4,3,0,0,0,1,0,0,0,0,1,0,1
3789,FDK48,7.445,0.037708542,0,74.7354,OUT045,2002,7.029557781303895,11,7,1,0,0,0,0,1,0,1,0,0,1
3790,FDQ40,11.1,0.036020711,5,177.2712,OUT035,2004,7.654563787922667,9,6,0,0,0,0,0,1,0,1,0,0,1
3791,FDH10,21.0,0.049295686,13,194.4478,OUT035,2004,6.87702696312607,9,6,1,0,0,0,0,1,0,1,0,0,1
3792,FDM21,20.2,0.06449461,13,259.2646,OUT045,2002,8.036888754547524,11,7,1,0,0,0,0,1,0,1,0,0,1
3793,FDX12,18.2,0.026117345,0,239.2196,OUT045,2002,8.05014672146182,11,7,0,0,0,0,0,1,0,1,0,0,1
3794,FDM51,11.8,0.025904648,10,102.4674,OUT013,1987,7.619894954848371,26,1,0,0,1,0,0,0,0,1,0,0,1
3795,FDG09,20.6,0.080235512,6,188.9556,OUT010,1998,6.3355271892907385,15,0,0,0,0,0,0,0,1,0,0,0,1
3796,DRD37,9.8,0.013830218,14,45.306,OUT013,1987,7.1746998072391,26,1,1,0,1,0,0,0,0,1,0,1,0
3797,FDN21,18.6,0.076855628,13,161.0236,OUT046,1997,6.1828507291022765,16,8,1,0,0,0,1,0,0,1,0,0,1
3798,NCQ06,13.0,0.041824524,9,256.7014,OUT046,1997,7.9395207488868325,16,8,0,1,0,0,1,0,0,1,0,0,0
3799,FDV52,20.7,0.12152072,5,118.0466,OUT046,1997,6.967550757153964,16,8,0,0,0,0,1,0,0,1,0,0,1
3800,FDC10,9.8,0.073289899,13,120.8098,OUT017,2007,7.190380436766617,6,2,0,0,0,0,0,1,0,1,0,0,1
3801,FDX51,9.5,0.022054553,10,195.4452,OUT035,2004,8.412530121375553,9,6,0,0,0,0,0,1,0,1,0,0,1
3802,NCD54,21.1,0.029054046,9,144.6786,OUT049,1999,7.969209685397565,14,9,0,1,0,1,1,0,0,1,0,0,0
3803,NCK18,12.857645184135977,0.006665667,9,164.1184,OUT027,1985,8.242420289253829,28,5,0,1,0,1,0,0,0,0,0,0,0
3804,FDZ01,8.975,0.009057132,3,104.099,OUT035,2004,7.815116662622944,9,6,0,0,0,0,0,1,0,1,0,0,1
3805,FDT48,4.92,0.045955031,0,199.1084,OUT046,1997,7.688680892269226,16,8,1,0,0,0,1,0,0,1,0,0,1
3806,FDB40,17.5,0.007551607,4,145.8102,OUT049,1999,7.54778255054093,14,9,0,0,0,1,1,0,0,1,0,0,1
3807,NCC07,12.857645184135977,0.023835164,9,103.3964,OUT027,1985,8.023452649553393,28,5,0,1,0,1,0,0,0,0,0,0,0
3808,FDT52,9.695,0.047503318,5,244.6144,OUT049,1999,8.066580245806012,14,9,0,0,0,1,1,0,0,1,0,0,1
3809,FDK09,12.857645184135977,0.160665697,13,227.5352,OUT019,1985,6.821261004635524,28,4,1,0,0,0,1,0,1,0,0,0,1
3810,NCQ30,7.725,0.048661041,9,123.7414,OUT010,1998,4.810894092446785,15,0,0,1,0,0,0,0,1,0,0,0,0
3811,FDZ60,12.857645184135976,0.208987123,0,106.0596,OUT019,1985,5.378602506370986,28,4,1,0,0,0,1,0,1,0,0,0,1
3812,NCK18,9.6,0.006692529,9,164.9184,OUT013,1987,7.99737095253228,26,1,0,1,1,0,0,0,0,1,0,0,0
3813,FDV11,9.1,0.136695145,1,173.4054,OUT010,1998,6.77596750822227,15,0,0,0,0,0,0,0,1,0,0,0,1
3814,FDR25,17.0,0.140311123,3,265.6884,OUT017,2007,7.882648448258855,6,2,0,0,0,0,0,1,0,1,0,0,1
3815,FDB26,14.0,0.031330907,3,52.364,OUT045,2002,6.615658141123598,11,7,0,0,0,0,0,1,0,1,0,0,1
3816,DRD01,12.1,0.061521569,14,55.8614,OUT017,2007,7.270866942721348,6,2,0,0,0,0,0,1,0,1,0,1,0
3817,FDG32,19.85,0.176991029,6,221.5772,OUT017,2007,8.17724477587994,6,2,1,0,0,0,0,1,0,1,0,0,1
3818,FDY49,17.2,0.0120098,3,163.1184,OUT035,2004,7.94023232353987,9,6,0,0,0,0,0,1,0,1,0,0,1
3819,FDD26,8.71,0.072141818,3,183.3924,OUT035,2004,7.929265476567043,9,6,0,0,0,0,0,1,0,1,0,0,1
3820,FDC22,6.89,0.136984147,13,192.682,OUT018,2009,7.90254216939283,4,3,0,0,0,1,0,0,0,0,1,0,1
3821,DRD27,18.75,0.06613202877895108,4,97.9042,OUT045,2002,7.430986474454915,11,7,1,0,0,0,0,1,0,1,0,1,0
3822,FDA44,12.857645184135977,0.052964982,6,57.793,OUT027,1985,7.470442345708708,28,5,1,0,0,1,0,0,0,0,0,0,1
3823,FDW01,14.5,0.06613202877895108,3,154.4682,OUT013,1987,7.330196802186285,26,1,1,0,1,0,0,0,0,1,0,0,1
3824,FDV32,12.857645184135976,0.155316936,6,64.151,OUT019,1985,5.759705866911595,28,4,1,0,0,0,1,0,1,0,0,0,1
3825,FDK32,12.857645184135977,0.048738407,6,152.8682,OUT027,1985,8.523662341271033,28,5,0,0,0,1,0,0,0,0,0,0,1
3826,NCA05,20.75,0.06613202877895108,8,149.4734,OUT013,1987,7.996474795140565,26,1,0,1,1,0,0,0,0,1,0,0,0
3827,FDR10,17.6,0.010031539,13,161.5552,OUT013,1987,7.488856982570989,26,1,1,0,1,0,0,0,0,1,0,0,1
3828,FDL22,16.85,0.036383293,13,91.0488,OUT035,2004,6.99171547250884,9,6,1,0,0,0,0,1,0,1,0,0,1
3829,FDD10,20.6,0.06613202877895108,13,178.1344,OUT035,2004,8.18023347599654,9,6,0,0,0,0,0,1,0,1,0,0,1
3830,FDW25,5.175,0.03736783,3,86.9224,OUT013,1987,5.547780304099539,26,1,1,0,1,0,0,0,0,1,0,0,1
3831,FDR47,17.85,0.087604647,1,196.9794,OUT049,1999,7.353488756388391,14,9,1,0,0,1,1,0,0,1,0,0,1
3832,DRF27,8.93,0.028461453,4,152.234,OUT049,1999,8.52801878268159,14,9,1,0,0,1,1,0,0,1,0,1,0
3833,FDQ48,12.857645184135976,0.034244601,0,97.2726,OUT027,1985,7.579909644253083,28,5,0,0,0,1,0,0,0,0,0,0,1
3834,FDS37,7.655,0.031938828,3,114.1492,OUT035,2004,7.055737257146127,9,6,1,0,0,0,0,1,0,1,0,0,1
3835,NCI18,18.35,0.014024028,9,224.5746,OUT046,1997,7.898594960051059,16,8,0,1,0,0,1,0,0,1,0,0,0
3836,NCJ42,12.857645184135977,0.014232071,9,100.9332,OUT027,1985,7.463973530392659,28,5,0,1,0,1,0,0,0,0,0,0,0
3837,FDY48,14.0,0.023730384,0,104.3332,OUT035,2004,7.269940374116332,9,6,1,0,0,0,0,1,0,1,0,0,1
3838,FDB39,11.6,0.038578846,4,56.1272,OUT049,1999,6.5104464180735535,14,9,1,0,0,1,1,0,0,1,0,0,1
3839,DRI37,15.85,0.108036187,14,57.3904,OUT018,2009,6.556898803449431,4,3,1,0,0,1,0,0,0,0,1,1,0
3840,FDB58,10.5,0.013572808,13,143.2154,OUT017,2007,7.353062317504588,6,2,0,0,0,0,0,1,0,1,0,0,1
3841,FDV12,16.7,0.06082402,0,98.7384,OUT013,1987,7.481381714943676,26,1,0,0,1,0,0,0,0,1,0,0,1
3842,NCU06,17.6,0.074345142,9,230.901,OUT013,1987,8.381446546932144,26,1,0,1,1,0,0,0,0,1,0,0,0
3843,FDU34,18.25,0.075501241,13,123.1046,OUT018,2009,5.521497717185143,4,3,1,0,0,1,0,0,0,0,1,0,1
3844,FDP31,21.1,0.16216286,6,62.2168,OUT018,2009,5.951945869567721,4,3,0,0,0,1,0,0,0,0,1,0,1
3845,FDV11,9.1,0.081652352,1,177.0054,OUT035,2004,7.650770518764335,9,6,0,0,0,0,0,1,0,1,0,0,1
3846,NCY06,15.25,0.061434045,9,130.9968,OUT018,2009,7.762146096199516,4,3,0,1,0,1,0,0,0,0,1,0,0
3847,NCV41,14.35,0.017073332,8,109.5228,OUT045,2002,7.413875047559771,11,7,0,1,0,0,0,1,0,1,0,0,0
3848,FDQ52,12.857645184135976,0.118806857,5,248.8434,OUT027,1985,8.8107984570727,28,5,1,0,0,1,0,0,0,0,0,0,1
3849,FDM38,5.885,0.092694107,3,53.6982,OUT013,1987,7.330633101996046,26,1,0,0,1,0,0,0,0,1,0,0,1
3850,FDA14,16.1,0.065183228,4,148.076,OUT046,1997,7.290129158266899,16,8,1,0,0,0,1,0,0,1,0,0,1
3851,FDB23,12.857645184135977,0.005561538,15,224.0062,OUT027,1985,8.252708083549459,28,5,0,0,0,1,0,0,0,0,0,0,1
3852,DRH49,19.7,0.024635077,14,84.1592,OUT013,1987,6.979396267776071,26,1,1,0,1,0,0,0,0,1,0,1,0
3853,FDI40,11.5,0.126313413,5,100.6358,OUT017,2007,7.606743368175085,6,2,0,0,0,0,0,1,0,1,0,0,1
3854,FDR37,16.5,0.066383907,2,180.4292,OUT045,2002,7.691725496251559,11,7,0,0,0,0,0,1,0,1,0,0,1
3855,FDS16,15.15,0.066279832,5,147.876,OUT049,1999,8.42106900039466,14,9,0,0,0,1,1,0,0,1,0,0,1
3856,FDT15,12.15,0.042681522,10,184.295,OUT046,1997,7.60839680663762,16,8,0,0,0,0,1,0,0,1,0,0,1
3857,FDL32,15.7,0.06613202877895108,6,112.4544,OUT013,1987,7.115905713142174,26,1,0,0,1,0,0,0,0,1,0,0,1
3858,FDB39,11.6,0.038736838,4,55.8272,OUT017,2007,7.282834853867523,6,2,1,0,0,0,0,1,0,1,0,0,1
3859,FDX40,12.85,0.098910759,5,37.6164,OUT013,1987,5.736350337363997,26,1,1,0,1,0,0,0,0,1,0,0,1
3860,DRD13,15.0,0.049178998,14,65.6168,OUT045,2002,6.4617306419066205,11,7,1,0,0,0,0,1,0,1,0,1,0
3861,FDZ43,11.0,0.057011062,6,241.9512,OUT013,1987,7.975638358082517,26,1,0,0,1,0,0,0,0,1,0,0,1
3862,DRM59,5.88,0.003589104,7,155.5998,OUT013,1987,7.4341379420412075,26,1,1,0,1,0,0,0,0,1,0,1,0
3863,NCZ18,7.825,0.06613202877895108,9,253.4698,OUT017,2007,8.83201628154497,6,2,0,1,0,0,0,1,0,1,0,0,0
3864,FDH52,12.857645184135976,0.043690499,5,60.2194,OUT027,1985,7.458614669898795,28,5,0,0,0,1,0,0,0,0,0,0,1
3865,FDM25,10.695,0.10154201,2,173.7712,OUT010,1998,5.1748562410069585,15,0,0,0,0,0,0,0,1,0,0,0,1
3866,NCP05,12.857645184135977,0.025164132,8,152.6024,OUT027,1985,8.711623803445944,28,5,0,1,0,1,0,0,0,0,0,0,0
