,Item_Weight,Item_Outlet_Sales,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Item_Type_0,Item_Type_1,Item_Type_2,Item_Type_3,Item_Type_4,Item_Type_5,Item_Type_6,Item_Type_7,Item_Type_8,Item_Type_9,Item_Type_10,Item_Type_11,Item_Type_12,Item_Type_13,Item_Type_14,log_Item_Visibility,Type1_Tear1,Type1_Tear2,log_Item_MRP,log_Outlet_Years
3682,17.85,7.846852748741319,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0111951349708646,0,1,5.359675836678977,2.4849066497880004
3683,8.895,8.168979492823789,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0700029405287547,1,0,5.184235597744827,2.70805020110221
3684,19.25,5.10465251718005,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.096844593806999,0,0,4.019901149198996,3.295836866004329
3685,11.3,7.905983242784903,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0645002482176723,0,0,5.274269521050682,3.295836866004329
3686,10.85,6.965667519734282,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1503514292345456,1,0,4.690082862245168,2.833213344056216
3687,5.0,8.504022436559783,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0640371724635911,0,1,5.25150349821886,2.4849066497880004
3688,20.0,7.282834853867523,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0640371724635911,0,0,4.711819470826044,3.295836866004329
3689,16.2,6.5104464180735535,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0430674846392134,0,0,3.800988646141182,3.367295829986474
3690,10.0,8.467752243533013,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0255384528154287,1,0,5.582076504343745,2.70805020110221
3691,12.3,4.993665450676456,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163423523460745,0,0,4.321984655588201,3.367295829986474
3692,8.63,8.169168100827317,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0306215829211038,1,0,5.229814732018166,2.833213344056216
3693,9.1,7.77983820761587,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0640371724635911,0,1,4.757477453488689,1.9459101490553132
3694,6.92,6.084718978946042,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.037702326371906,0,0,4.15238073886369,3.295836866004329
3695,6.86,5.441122499804037,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0593588639063013,0,0,5.435471563883676,2.772588722239781
3696,20.0,6.087746981392435,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0781749152039174,0,1,3.658909817491504,2.302585092994046
3697,14.1,7.83612247592302,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1184555419177917,0,1,4.478697252299247,2.302585092994046
3698,17.6,5.350563456881335,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0550659823423467,0,1,3.755261587254041,1.9459101490553132
3699,17.75,6.03178849762491,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0711196485591084,0,0,3.5868910243561936,1.6094379124341003
3700,8.6,8.2417189657166,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0396369284467545,0,1,5.260890643232259,1.9459101490553132
3701,7.27,7.586685881182799,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0456892775766555,0,0,4.6194517176938605,1.6094379124341003
3702,6.8,3.904059379768645,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608715315670075,0,0,3.9397043181333684,2.772588722239781
3703,15.6,8.49806802579107,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0445360118913253,0,0,5.1458256432245095,3.367295829986474
3704,6.935,6.710846565052199,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.040514557506339,1,0,4.64567084888687,2.70805020110221
3705,6.69,7.1196833715062064,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0362387899052348,0,1,5.171262101325831,2.302585092994046
3706,8.895,8.40152874995347,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0723992231447483,0,0,5.45942209653691,3.367295829986474
3707,12.35,6.699431864910897,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0263842268574987,0,1,4.067737034017232,2.4849066497880004
3708,15.6,6.528119892807956,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1590983518868049,0,0,4.754897956298231,3.295836866004329
3709,6.864999999999999,8.995227463558068,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0350453304779148,0,0,5.510394308201654,3.367295829986474
3710,13.1,7.804853242358426,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.036892276562946,1,0,5.173351470806187,2.833213344056216
3711,9.195,7.390320677790019,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1152936695317877,0,0,4.616125951816133,3.295836866004329
3712,11.15,6.050791385991855,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553607930874795,0,1,4.683631952324481,2.302585092994046
3713,16.1,7.593751854795624,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0613955048450414,0,1,5.20363189157501,2.302585092994046
3714,6.465,8.57560699470278,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1172517896813364,0,0,5.587954027546459,3.295836866004329
3715,20.75,5.774289399385864,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1033497547323669,1,0,5.091033630833972,2.70805020110221
3716,7.655,7.843724081375991,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0316203272941234,0,1,4.760028044277136,1.9459101490553132
3717,20.25,7.576504228617177,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.073340674213076,0,0,5.270840305977926,3.295836866004329
3718,18.75,7.821544965849032,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0514212683485338,0,0,5.250965767147951,3.295836866004329
3719,11.5,6.946637473305922,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0203924444962824,1,0,4.466528615761603,2.70805020110221
3720,6.86,8.93341793976206,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0357149462813715,0,0,5.449324539301462,3.367295829986474
3721,6.035,8.126989709967232,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1315298655298887,0,0,5.048571849738776,3.367295829986474
3722,7.5,7.516764042556923,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0494959912053893,0,1,4.821951138833617,2.302585092994046
3723,17.0,8.429826260315645,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0158710725788955,0,1,5.438666962308074,2.4849066497880004
3724,12.85,8.51755788490748,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0324851560942153,0,0,5.144246183560821,3.367295829986474
3725,6.03,8.472776326418295,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0224497998529377,1,0,5.186842641593984,2.833213344056216
3726,10.5,8.481094109697757,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0133417112399793,0,0,4.97476905506501,3.367295829986474
3727,15.0,7.548133550654979,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0640371724635911,1,0,5.466475764309901,2.70805020110221
3728,18.75,7.733112742385247,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0235963875649715,1,0,4.589083486074147,2.70805020110221
3729,17.85,8.134437071278748,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0112178618497023,0,0,5.369502499938559,1.6094379124341003
3730,18.35,7.508400363377854,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0152118174002744,1,0,4.687614315630714,2.70805020110221
3731,18.35,6.246744546552095,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0902867388807277,0,1,4.479473167214414,2.4849066497880004
3732,19.6,5.159675796321548,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.046785931321637,1,0,3.8215948889354148,2.833213344056216
3733,7.39,6.346090643591467,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0786643452452718,0,0,5.252550876465253,3.367295829986474
3734,14.65,7.965286303411392,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0697245382868385,0,1,5.56818952992121,2.4849066497880004
3735,21.0,7.059176637598489,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0483194410157176,0,0,5.279887576479455,1.6094379124341003
3736,9.6,6.507470231165515,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02937582433706,0,1,3.8331659279506027,1.9459101490553132
3737,17.6,7.7527523517290655,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0565519491440722,1,0,5.046204476724395,2.70805020110221
3738,14.0,8.470127872845005,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0370402434252749,0,1,5.1207003261426625,1.9459101490553132
3739,6.59,6.872209341562225,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0640371724635911,0,1,4.788406324424725,1.9459101490553132
3740,17.6,4.531312644012576,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264735155969005,0,0,3.8885537442382145,2.772588722239781
3741,11.5,7.731068947218516,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0703480521480306,1,0,5.259332225645434,2.833213344056216
3742,20.35,7.852304472876194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0147140179426641,0,1,5.459993090648038,2.302585092994046
3743,18.7,7.425447394344256,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0451262487929828,1,0,5.032841566269894,2.70805020110221
3744,5.46,8.374559469426487,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.102252160222606,0,1,4.97589615035895,1.9459101490553132
3745,9.31,6.713275712203767,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0373093723199788,1,0,4.148690691962214,2.70805020110221
3746,12.3,7.359439884846947,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1010275734069345,0,1,5.170140754319614,2.302585092994046
3747,18.2,8.350939390077293,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0645435754997978,0,1,5.517891354544781,1.9459101490553132
3748,18.25,7.593416509606288,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0152246535625714,0,0,5.30334669823063,1.6094379124341003
3749,18.25,6.845643677158708,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1580070837623076,0,1,5.059190510032592,2.4849066497880004
3750,7.825,6.635958891568564,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.282001574177903,0,0,5.5364275568684995,3.367295829986474
3751,10.195,7.820476447538827,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1069327875902705,0,1,4.749149310493853,1.9459101490553132
3752,5.34,7.606743368175085,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0059450461412161,0,1,4.638951130391008,2.302585092994046
3753,7.71,8.293998338786137,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0462710376424446,0,0,4.821696692872218,3.367295829986474
3754,11.15,7.968057346539925,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0825986523084875,0,1,5.129182482158251,2.4849066497880004
3755,9.8,8.018641269991644,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0265275096001591,1,0,4.846562216359034,2.70805020110221
3756,12.1,8.622112725856137,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.039722235446872,0,0,5.190176322133841,1.6094379124341003
3757,12.5,9.100451730926236,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203882332465199,0,0,5.303673994167273,3.367295829986474
3758,9.0,8.167469346797978,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0820761560460959,0,0,5.137453537204273,3.367295829986474
3759,15.5,8.008727115060847,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0640371724635911,0,1,4.959671769889945,1.9459101490553132
3760,15.5,7.189376169527239,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0640371724635911,0,0,4.9988447243750525,1.6094379124341003
3761,5.15,6.207291799459145,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0974877072696198,0,0,4.813312174429897,2.772588722239781
3762,17.25,5.28528784986426,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0640371724635911,0,0,3.6527910302167115,2.772588722239781
3763,18.35,7.206313046085119,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.030014717713765,0,0,5.2591408924161955,3.295836866004329
3764,6.32,4.376566756629504,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0210638257685796,0,0,3.678379522257802,2.772588722239781
3765,5.51,7.879881848255247,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0338865946971596,0,1,4.582644374188437,2.302585092994046
3766,13.35,8.569559733667205,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.097779310808113,0,1,5.437362530359676,2.4849066497880004
3767,18.6,5.99929183381775,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2360474732474198,0,0,4.600517378447385,3.367295829986474
3768,17.1,5.337844763438284,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1219242958998996,0,0,5.336883057528819,3.367295829986474
3769,5.94,8.179860376603813,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288110761621196,0,0,5.249419096535378,3.367295829986474
3770,19.1,7.635451894629307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1624687703898279,0,0,5.160446285367566,3.367295829986474
3771,14.0,6.761430166044173,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0491439187337643,0,0,5.373977561951117,2.772588722239781
3772,18.85,6.64811707543187,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0355454628795907,0,0,4.0869204045715595,1.6094379124341003
3773,7.97,5.182360911676807,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0676748922671173,0,0,4.503706512214258,3.367295829986474
3774,18.35,8.093179741466908,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0300993570863195,0,1,5.255494413110739,2.4849066497880004
3775,10.5,8.603842409500913,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0112154065449907,0,0,5.472374869923529,3.295836866004329
3776,9.6,8.377932411438223,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0640371724635911,0,1,5.257949435591984,1.9459101490553132
3777,7.275,8.122652592960296,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0274325667049606,0,0,5.0004233290198385,3.367295829986474
3778,6.035,7.626406450193304,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639618780358905,0,0,5.240285630296588,1.6094379124341003
3779,6.65,8.178740242478872,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.052124594961462,0,0,5.017765811425364,1.6094379124341003
3780,20.2,8.435044040080516,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0917094358085772,0,0,5.191304375192886,3.367295829986474
3781,7.285,7.360287162315832,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0487161652411026,0,0,5.06214429855005,3.295836866004329
3782,11.1,8.002731097031752,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0354477747564155,1,0,5.173157690254689,2.70805020110221
3783,11.35,8.312796808636735,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0055238295237088,1,0,5.129182482158251,2.70805020110221
3784,12.3,8.042684003367134,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.036273753013238,1,0,4.737805927636999,2.833213344056216
3785,11.6,7.733112742385247,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0370971311020007,0,1,4.608207568468052,1.9459101490553132
3786,12.3,8.206373933403365,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.101589226176835,0,1,5.163296865752072,1.9459101490553132
3787,18.85,8.093383200186377,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.129787017819568,0,1,5.535254941364199,2.4849066497880004
3788,9.8,7.391963050071823,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0621079164848989,0,0,4.768556938818246,1.6094379124341003
3789,7.445,7.029557781303895,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370149572614005,0,1,4.327245686538951,2.4849066497880004
3790,11.1,7.654563787922667,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0353871349502089,0,1,5.183305986303655,2.302585092994046
3791,21.0,6.87702696312607,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0481191638609733,0,1,5.275293336099891,2.302585092994046
3792,20.2,8.036888754547524,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0625001419285263,0,1,5.5616988058254755,2.4849066497880004
3793,18.2,8.05014672146182,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257821115537033,0,1,5.48155350498467,2.4849066497880004
3794,11.8,7.619894954848371,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0255748067572759,0,0,4.639256587244703,3.295836866004329
3795,20.6,6.3355271892907385,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0771790840297154,0,0,5.24679036064155,2.772588722239781
3796,9.8,7.1746998072391,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0137354532798838,0,0,3.8352715423290067,3.295836866004329
3797,18.6,6.1828507291022765,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0740453390494528,1,0,5.087742003634573,2.833213344056216
3798,13.0,7.939520748886832,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0409735260787685,1,0,5.551801550317214,2.833213344056216
3799,20.7,6.967550757153964,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1146855500638136,1,0,4.7795150130962325,2.833213344056216
3800,9.8,7.190380436766617,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.070728603299219,0,1,4.802460811809198,1.9459101490553132
