,Unnamed: 0,Item_Outlet_Sales,Item_Weight,Item_Visibility,log_Item_MRP,log_Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,New_Item_Type_0,New_Item_Type_1,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Item_Type_0,Item_Type_1,Item_Type_2,Item_Type_3,Item_Type_4,Item_Type_5,Item_Type_6,Item_Type_7,Item_Type_8,Item_Type_9,Item_Type_10,Item_Type_11,Item_Type_12,Item_Type_13,Item_Type_14,Type1_Tear1,Type1_Tear2
8181,8181,8.077801138206533,0.0,-0.3866846353800506,-0.9221276724206728,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8182,8182,7.111570842341092,-0.929427502581074,-0.855180704274516,0.3636766743292978,-1.790132896192839,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8183,8183,7.256877452421518,-0.9128628888925828,-0.7825630071518153,-0.385765041997701,0.1324626032293418,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8184,8184,8.462140164399107,1.7493071681863543,-0.9788023923896504,1.307396750104313,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8185,8185,6.989877238896368,-1.6783846786392818,0.0450848159491871,-0.0406099721506177,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8186,8186,7.36577703644213,1.5008379628589867,-1.3254781359106462,1.1305627010193262,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8187,8187,6.762970402769638,-0.8667186079032145,-0.3799095819967876,-0.8687276755684464,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8188,8188,7.7933855460072765,-0.9945027706430036,0.3689338326254192,-0.0852146925588803,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8189,8189,6.764508270813796,-0.3212695428750413,-1.0177109535600803,-0.7371376842642423,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8190,8190,7.1746998072391,0.0,0.055703738105939,-0.536557464149477,1.2861568520377415,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8191,8191,7.160322167052177,1.1222182214077605,-1.111249149359521,-1.983134145637619,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8192,8192,7.975638358082517,1.5363335636200397,-1.058977519815578,-0.2413995244352297,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8193,8193,7.885156914418591,1.1813775560095148,-0.5269076428003058,0.0310330289816725,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8194,8194,6.153560011957257,0.0,4.69615874812451,0.4430511308321189,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8195,8195,8.394628552092161,1.5363335636200397,-0.6220602655363708,0.498176554697657,1.16110210436875,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8196,8196,7.079568145736109,0.0336864647354836,0.2763689709995386,0.8811053297115463,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8197,8197,6.881821486446517,0.1875007347000445,-1.1790251455271366,-1.4323503401776776,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8198,8198,8.13228695399189,0.0,-0.1366287483075803,1.4237427909085336,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,8199,7.919146132236254,0.9802358183635502,-1.1117057889465003,1.145968061274465,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8200,8200,8.509673307831847,0.5661204761512711,0.4126387508667128,1.028205085577464,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8201,8201,9.147554255813038,0.0,-0.687524503277306,1.146806793822483,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8202,8202,7.115905713142174,0.6252798107530253,-0.9001170064775363,-0.3501348354822498,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8203,8203,8.074074813074052,-1.3518251516375988,-1.0757352242272753,0.4622437014548986,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8204,8204,5.281909490557729,-1.3305277911809672,1.992327799342436,0.8714772002226602,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8205,8205,7.787878168945839,-0.5579068812820579,0.0297009696766065,-0.0846702329982252,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8206,8206,5.891267345240369,0.0,-0.6285896412410529,0.6929845152026859,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8207,8207,8.118296583400475,0.8027578145582878,-0.4337110444345297,0.3990733676111316,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8208,8208,8.797305001603197,-0.6762255504855662,-0.6423805835338178,1.2864981596639116,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8209,8209,8.031709075353696,1.630988498982846,-1.1455213291447308,-0.3851768018077812,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8210,8210,8.142216938353288,-1.0501125451686526,-0.8052147394316371,1.1442894970110564,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,8211,7.916478818629647,0.0573501985761852,-0.0837397283578105,-0.1140483902649804,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8212,8212,7.59207400315236,-0.770880485848373,-0.0837397283578105,0.5184205178475348,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8213,8213,7.559300994647043,-0.8193911402218114,0.6046096762269537,-0.3086462871215651,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8214,8214,8.488521416449652,-0.4644351326112864,-1.0089772085192212,1.3670702298044708,-1.790132896192839,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8215,8215,5.962281844132241,0.0,4.301997062981207,0.8284432231318205,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8216,8216,8.012263419573868,1.4180148944165314,-1.1101217280499878,0.0690314904321147,0.3515008370257634,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8217,8217,7.911122752376281,-0.8667186079032145,0.7820796479308677,0.7322092665996575,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8218,8218,8.249754642515649,1.4771742290182854,-0.90869898287062,0.3204354640617283,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8219,8219,6.408327782390734,-1.8523131223684388,-1.262844136213708,-0.0899972775780176,-0.2580434851395525,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8220,8220,7.8720436324754015,1.1222182214077605,-0.4694956992284484,-0.06616152471375,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8221,8221,7.380824330017951,1.985944506593371,-0.9326756798614596,0.3031916407266919,-1.790132896192839,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8222,8222,8.01644660309191,0.2348282023814477,-0.2832917978253235,1.1742385678520375,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8223,8223,6.199210968655446,-1.3908703124747563,-0.5924474058072219,-0.772343852638458,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8224,8224,8.290329529061554,-1.214575495361529,-0.4582302471460439,1.3235264351819729,-0.2580434851395525,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8225,8225,7.859270441807881,0.4359699400274118,-1.0096296269945444,0.2743931494876671,-1.790132896192839,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8226,8226,5.905879425260039,1.1222182214077605,-0.5867655914207712,-2.294402796996999,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8227,8227,5.836433396446681,0.708102879195481,0.1736545477125816,-2.2629094181690865,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8228,8228,7.503641939059234,1.3588555598147771,-1.1170537205148832,0.3725125147126309,0.3515008370257634,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8229,8229,8.151089594241189,0.9092446168414452,0.6651733685512902,0.7024909325960648,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8230,8230,6.556898803449431,-0.6300812694961979,-0.5751867741149688,-1.9702398865229152,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8231,8231,7.899089214116465,-1.3944198725508616,-0.8515484129372664,0.4466447539835934,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8232,8232,7.683790162529667,1.5008379628589867,0.305081395568991,0.3899339167667983,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8233,8233,6.933746560132455,-1.4381977801561596,1.4351985118655772,-0.540589302343212,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8234,8234,5.834487877931661,-1.4370145934641247,-0.5757214215968848,-1.9801009457595504,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8235,8235,6.314059509660296,1.4771742290182854,1.7160534423678648,0.7477267982137599,0.2454064247743259,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8236,8236,6.236375069640747,0.0,-0.1735763814025954,1.3470332206595326,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,8237,5.171082679427247,0.6489435445937268,-0.5751801264142956,0.6366651677430241,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8238,8238,8.442246085749986,0.8264215483989897,-0.8369646707864449,1.3745136187339662,1.16110210436875,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8239,8239,4.2328245237906135,0.1875007347000445,-0.0729523522134226,-2.5387052934804433,0.2454064247743259,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8240,8240,6.783534691682954,-1.3494587782535286,2.009517501709914,-2.4751644863558573,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8241,8241,4.307276148459894,-0.4869156797599527,0.5661260754773328,-1.0006615917745538,0.2454064247743259,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8242,8242,6.408327782390734,0.152005133938992,-0.1926793084378805,-0.7326720859899861,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8243,8243,7.768078313714118,-0.8667186079032145,0.7726435035540687,0.7070737092375446,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8244,8244,8.285472713197747,-1.427549099927844,-0.2107848136434632,1.4147426476125622,0.1324626032293418,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8245,8245,8.92936988635318,0.7909259476379368,-0.7026513666766423,1.3994020382197716,0.1324626032293418,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8246,8246,8.449966473646924,1.8912895712305648,-0.7749701224449981,0.6762840745461912,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8247,8247,7.364512814810809,-1.200377255057108,-0.0837397283578105,-0.3074233027383086,1.16110210436875,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8248,8248,6.050791385991855,-0.7235530181669694,-0.5099603352962613,-2.3469779735720873,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8249,8249,8.183027293150895,0.0,1.0153158879733313,0.2549399662725612,1.2861568520377415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8250,8250,5.435333804341867,0.0,1.6419259580413577,1.157128398969162,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8251,8251,8.209639241270523,0.0,-0.4254350264131682,1.2864981596639116,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8252,8252,7.50913042311991,-0.5579068812820579,-1.214938260981285,0.5203477268510178,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8253,8253,7.9717401664025935,-0.9412593695014246,-0.0837397283578105,0.3965968133034982,-1.790132896192839,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8254,8254,7.59408708756626,0.7435984799565336,0.4038484182997534,0.2598477019370189,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8255,8255,7.900076989989181,0.7909259476379368,-0.1400845267778822,-0.4623310232834762,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8256,8256,7.214675113341325,-0.404092611317497,0.3296808631108551,0.5910029493713568,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8257,8257,8.264263917115919,0.7909259476379368,1.1921136622406598,0.6738294036966145,1.16110210436875,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8258,8258,6.316467693001039,0.353146871584956,-1.089591063671982,-0.2402185895318294,-1.790132896192839,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8259,8259,7.757033177798801,-1.2157586820535642,-0.3742933008077135,-0.855982077758525,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8260,8260,6.0189162766612645,-0.5117626002926896,-0.0837397283578105,-1.3775563575238123,-1.2012991333803724,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8261,8261,6.433247762445801,0.1165095331779394,-0.9382892527280372,0.9494102457310752,0.2454064247743259,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,8262,8.093383200186377,0.7672622137972356,-0.4600156677166501,0.01499271136151,-0.577110191524809,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8263,8263,8.30344174586963,0.0,-0.9617422175973248,-0.5271999811340314,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8264,8264,8.217756166093373,0.1756688677796936,-1.2356129999090653,0.6457376091914839,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8265,8265,8.300965271900546,1.8321302366288104,-0.503466619171116,0.3574296358460805,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8266,8266,5.600822778427368,-0.2857739421139887,2.12748585386,-1.654260336295036,1.16110210436875,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8267,8267,7.851009136562741,-0.8454212474465831,-1.008934613992686,0.4694150399593905,0.1324626032293418,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8268,8268,6.544529496505791,-0.6052343489634611,-0.87788020151473,-0.4791794952320438,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8269,8269,4.848132050749962,-1.3340773512570725,-0.1245730815840475,-1.3570576087161668,0.2454064247743259,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8270,8270,7.569658408065413,1.8912895712305648,-0.6700441076285403,0.8500934099935995,-1.790132896192839,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8271,8271,7.8434629167126975,0.0,-0.2539681335930511,-1.4746242474988085,1.2861568520377415,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8272,8272,7.103939306202561,-0.9507248630377056,0.1391459231663921,-0.2110986683140055,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8273,8273,5.913106170152727,0.0,4.659531271576729,0.7504682297492087,1.2861568520377415,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,8274,8.487012914099058,0.0,0.7003605920236018,0.4236013821983103,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8275,8275,6.65070327941674,0.8264215483989897,-1.0920161407740263,-0.4551563352281459,-0.577110191524809,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8276,8276,6.866674917754745,-1.013433757715565,-0.9505275055265398,-0.3050724967441509,0.3515008370257634,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
8277,8277,5.753390082405351,1.8084665027881084,-0.7644721720264217,-2.188616917969251,-1.2012991333803724,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8278,8278,8.140665799511725,-0.7483999386997062,-0.46746903277971,1.2896146241133746,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8279,8279,8.066789188471217,-1.059578038704933,-0.4731528989256277,-0.2430824017603106,-1.2012991333803724,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8280,8280,8.372714876420433,1.1577138221688128,1.790309961847253,1.2370503884277422,-1.790132896192839,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8281,8281,7.769766789337773,0.152005133938992,1.1297250940111667,1.4130526074308754,0.3515008370257634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8282,8282,7.403384743766804,0.0,-0.3523818023084031,-1.4090090081835944,1.2861568520377415,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8283,8283,7.521100089651774,0.3413150046646054,-0.0999943162952058,-0.6447994227018992,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8284,8284,5.288654834276883,-1.0785090257774943,-0.4051447461743184,-0.4726584424814558,0.2454064247743259,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8285,8285,7.381239095345404,-1.609759850501247,-0.0837397283578105,0.4966598573169367,-0.577110191524809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8286,8286,8.109527223191218,1.8557939704695117,-0.6341284479926523,0.3548658612539392,0.1324626032293418,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8287,8287,5.836433396446681,0.708102879195481,0.8215399272219794,-2.2877981371336227,-0.2580434851395525,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8288,8288,5.893105574454299,0.0,-0.6697761478421473,-0.0688181896558634,1.2861568520377415,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8289,8289,7.766104815428644,-0.1319596721494277,-0.0074022483387924,-0.2896777748834994,-1.2012991333803724,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
